G_theta,T,V_oc,I_sc
598,30,87.94,13.542308
628,30,87.94,14.221688
657,31,87.34,15.5651184
684,31,87.34,16.2047808
710,31,87.34,16.820752
735,31,87.34,17.413032
758,31,87.34,17.9579296
779,32,86.74,19.2696556
799,32,86.74,19.7643836
817,32,86.74,20.2096388
833,32,86.74,20.6054212
848,32,86.74,20.9764672
862,32,86.74,21.3227768
875,32,86.74,21.64435
887,33,86.14,22.8682792
896,33,86.14,23.1003136
904,33,86.14,23.3065664
910,33,86.14,23.461256
913,33,86.14,23.5386008
913,33,86.14,23.5386008
911,33,86.14,23.4870376
908,33,86.14,23.4096928
902,33,86.14,23.2550032
895,33,86.14,23.074532
886,33,86.14,22.8424976
840,33,86.14,21.656544
864,33,86.14,22.2753024
849,33,86.14,21.8885784
834,33,86.14,21.5018544
816,33,86.14,21.0377856
797,33,86.14,20.5479352
777,33,86.14,20.0323032
754,34,85.54,20.2274072
731,33,86.14,18.8463496
706,33,86.14,18.2018096
680,33,86.14,17.531488
652,33,86.14,16.8096032
624,32,86.74,15.4355136
594,32,86.74,14.6934216
563,32,86.74,13.9265932
531,32,86.74,13.1350284
498,32,86.74,12.3187272
464,32,86.74,11.4776896
429,32,86.74,10.6119156
394,32,86.74,9.7461416
359,32,86.74,8.8803676
323,31,87.34,7.6522576
287,31,87.34,6.7993744
251,31,87.34,5.9464912
215,31,87.34,5.093608
176,31,87.34,4.1696512
126,31,87.34,2.9850912
102,29,88.54,2.2032816
124,29,88.54,2.6784992
139,29,88.54,3.0025112
149,30,87.94,3.374254
166,30,87.94,3.759236
182,30,87.94,4.121572
194,30,87.94,4.393324
206,30,87.94,4.665076
208,30,87.94,4.710368
218,30,87.94,4.936828
235,30,87.94,5.32181
249,30,87.94,5.638854
256,30,87.94,5.797376
266,30,87.94,6.023836
285,30,87.94,6.45411
295,30,87.94,6.68057
296,30,87.94,6.703216
303,30,87.94,6.861738
317,31,87.34,7.5101104
327,31,87.34,7.7470224
361,31,87.34,8.5525232
401,31,87.34,9.5001712
419,32,86.74,10.3645516
461,32,86.74,11.4034804
509,32,86.74,12.5908276
554,32,86.74,13.7039656
600,32,86.74,14.84184
659,32,86.74,16.3012876
712,32,86.74,17.6123168
792,32,86.74,19.5912288
822,32,86.74,20.3333208
824,33,86.14,21.2440384
837,33,86.14,21.5791992
875,33,86.14,22.5589
892,33,86.14,22.9971872
921,33,86.14,23.7448536
871,33,86.14,22.4557736
855,33,86.14,22.043268
799,34,85.54,21.4346132
781,34,85.54,20.9517308
767,34,85.54,20.5761556
800,34,85.54,21.46144
831,34,85.54,22.2930708
809,34,85.54,21.7028812
784,34,85.54,21.0322112
758,34,85.54,20.3347144
730,34,85.54,19.583564
700,33,86.14,18.04712
669,33,86.14,17.2478904
638,33,86.14,16.4486608
609,32,86.74,15.0644676
579,32,86.74,14.3223756
547,32,86.74,13.5308108
515,32,86.74,12.739246
482,32,86.74,11.9229448
448,32,86.74,11.0819072
388,31,87.34,9.1921856
349,31,87.34,8.2682288
290,31,87.34,6.870448
233,31,87.34,5.5200496
190,31,87.34,4.501328
162,31,87.34,3.8379744
128,31,87.34,3.0324736
108,30,87.94,2.445768
153,30,87.94,3.464838
194,30,87.94,4.393324
239,30,87.94,5.412394
281,30,87.94,6.363526
317,30,87.94,7.178782
353,30,87.94,7.994038
389,30,87.94,8.809294
425,30,87.94,9.62455
459,31,87.34,10.8742608
494,31,87.34,11.7034528
527,31,87.34,12.4852624
560,31,87.34,13.267072
591,31,87.34,14.0014992
622,31,87.34,14.7359264
652,31,87.34,15.4466624
680,31,87.34,16.110016
707,31,87.34,16.7496784
733,31,87.34,17.3656496
757,31,87.34,17.9342384
780,32,86.74,19.294392
801,32,86.74,19.8138564
821,32,86.74,20.3085844
839,32,86.74,20.7538396
855,32,86.74,21.149622
870,33,86.14,22.429992
865,33,86.14,22.301084
859,33,86.14,22.1463944
842,33,86.14,21.7081072
772,33,86.14,19.9033952
709,33,86.14,18.2791544
653,33,86.14,16.8353848
563,33,86.14,14.5150408
530,33,86.14,13.664248
482,34,85.54,12.9305176
490,34,85.54,13.145132
600,34,85.54,16.09608
646,34,85.54,17.3301128
783,34,85.54,21.0053844
785,34,85.54,21.059038
786,34,85.54,21.0858648
766,34,85.54,20.5493288
812,34,85.54,21.7833616
806,34,85.54,21.6224008
717,34,85.54,19.2348156
611,34,85.54,16.3911748
505,35,84.94,14.07536
439,34,85.54,11.7769652
402,34,85.54,10.7843736
394,34,85.54,10.5697592
396,34,85.54,10.6234128
454,34,85.54,12.1793672
487,34,85.54,13.0646516
488,34,85.54,13.0914784
421,34,85.54,11.2940828
401,34,85.54,10.7575468
359,34,85.54,9.6308212
315,34,85.54,8.450442
303,33,86.14,7.8118248
264,33,86.14,6.8063424
214,33,86.14,5.5172624
171,33,86.14,4.4086536
112,29,88.54,2.4192896
123,29,88.54,2.6568984
138,29,88.54,2.9809104
156,29,88.54,3.3697248
169,29,88.54,3.6505352
179,29,88.54,3.8665432
185,29,88.54,3.996148
177,29,88.54,3.8233416
177,29,88.54,3.8233416
174,29,88.54,3.7585392
170,29,88.54,3.672136
169,29,88.54,3.6505352
167,29,88.54,3.6073336
170,29,88.54,3.672136
175,29,88.54,3.78014
182,29,88.54,3.9313456
186,30,87.94,4.212156
208,30,87.94,4.710368
231,30,87.94,5.231226
255,30,87.94,5.77473
265,30,87.94,6.00119
275,31,87.34,6.51508
269,31,87.34,6.3729328
302,31,87.34,7.1547424
350,31,87.34,8.29192
482,31,87.34,11.4191584
513,31,87.34,12.1535856
544,31,87.34,12.8880128
510,31,87.34,12.082512
481,32,86.74,11.8982084
472,32,86.74,11.6755808
418,32,86.74,10.3398152
407,32,86.74,10.0677148
430,32,86.74,10.636652
366,32,86.74,9.0535224
332,32,86.74,8.2124848
303,32,86.74,7.4951292
256,32,86.74,6.3325184
252,32,86.74,6.2335728
290,33,86.14,7.476664
317,33,86.14,8.1727672
322,33,86.14,8.3016752
335,33,86.14,8.636836
322,33,86.14,8.3016752
294,33,86.14,7.5797904
270,33,86.14,6.961032
257,32,86.74,6.3572548
271,32,86.74,6.7035644
289,32,86.74,7.1488196
299,32,86.74,7.3961836
298,32,86.74,7.3714472
330,32,86.74,8.163012
308,32,86.74,7.6188112
286,32,86.74,7.0746104
281,32,86.74,6.9509284
242,32,86.74,5.9862088
241,32,86.74,5.9614724
281,32,86.74,6.9509284
273,32,86.74,6.7530372
257,32,86.74,6.3572548
233,32,86.74,5.7635812
182,32,86.74,4.5020248
138,32,86.74,3.4136232
107,32,86.74,2.6467948
109,29,88.54,2.3544872
125,29,88.54,2.7001
134,30,87.94,3.034564
149,30,87.94,3.374254
161,30,87.94,3.646006
177,30,87.94,4.008342
200,30,87.94,4.5292
226,30,87.94,5.117996
248,30,87.94,5.616208
267,30,87.94,6.046482
280,30,87.94,6.34088
258,30,87.94,5.842668
250,30,87.94,5.6615
262,30,87.94,5.933252
261,30,87.94,5.910606
238,30,87.94,5.389748
234,30,87.94,5.299164
242,30,87.94,5.480332
245,30,87.94,5.54827
235,31,87.34,5.567432
230,31,87.34,5.448976
214,31,87.34,5.0699168
204,31,87.34,4.8330048
197,31,87.34,4.6671664
200,31,87.34,4.73824
